"HIV1+ HIV2, (DETERMINAÇÃO CONJUNTA), PESQUISA DE ANTICORPOS",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"HTLV1 E 2, PESQUISA DE ANTICORPOS",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
IGA TOTAL,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGD,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGE TOTAL,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGE POR ALÉRGENO,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGE POR GRUPO ESPECÍFICO,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGG TOTAL,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"IGG SUBCLASSES (1, 2, 3, 4)",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IGM TOTAL,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"IMUNOELETROFORESE, PROTEÍNAS SÉRICAS",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
IMUNOFLUORESCÊNCIA DIRETA OU INDIRETA (ANTIFÍGADO),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
INIBIDOR DE C1 ESTERASE,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
LEGIONELLA - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
LEISHMANIOSE - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
LEPTOSPIROSE - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LEPTOSPIROSE, AGLUTINAÇÃO",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LINFÓCITOS T ""HELPER"" (CD-4+), CONTAGEM",,,,AMB,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LINFÓCITOS T SUPRESSORES (CD-8+), CONTAGEM",,,,AMB,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LISTERIOSE, ANTICORPOS",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
MALÁRIA - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), IGM, ANTICORPOS (TESTE RÁPIDO)",480/2022,02/07/2022,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
MICOPLASMA PNEUMONIAE - IGG E IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"MONONUCLEOSE, ANTICORPOS HETERÓFILOS",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"NITROBLUE TETRAZOLIUM (NBT), TESTE DO, ESTIMULADO E ESPONTÂNEO",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PARACOCCIDIOIDOMICOSE, ANTICORPOS TOTAIS / IGG",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PARVOVÍRUS B19, IGG /IGM",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PEPTÍDIO INTESTINAL VASOATIVO, DOSAGEM",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PESQUISA RÁPIDA PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,128,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PESQUISA RÁPIDA PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,130,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PROTEINASE 3, ANTICORPO",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
C4D FRAGMENTO,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PESQUISA DE HELICOBACTER PYLORI,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PPD (TUBERCULINA), IDeR",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROTEÍNA C REATIVA,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PROVA CRUZADA (CROSS-MATCH) ENTRE DOADOR E RECEPTOR (REALIZADA COM LINFÓCITOS TOTAIS,",,,,,,,,,,,
LINFÓCITOS T + ANTIGLOBULINA HUMANA E COM LINFÓCITOS B) - PARA DOAÇÃO DE ÓRGÃOS E TECIDOS,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
RUBÉOLA - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SARAMPO - ANTICORPOS IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SARS-COV-2 (CORONAVÍRUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM,,,,,,,,,,,
DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,132,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TESTE SARS-COV-2 (CORONAVÍRUS COVID-19), TESTE RÁPIDO PARA DETECÇÃO DE ANTÍGENO (COM",478/2022,20/01/2022,,AMB,HCO,HSO,REF,,150,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
DIRETRIZ DE UTILIZAÇÃO),,,,,,,,,,,
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
SCHISTOSOMA MANSONI - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SÍFILIS - FTA-Abs-IgG,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SÍFILIS - FTA-ABS-IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SÍFILIS - TPHA,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
SÍFILIS - VDRL (SOROLOGIA PARA LUES),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
TESTE DE FLUXO LATERAL PARA DETECÇÃO DE LIPOARABINOMANANO EM URINA (LF - LAM) (COM DIRETRIZ,,,,,,,,,,,
DE UTILIZAÇÃO),619/2024,02/01/2025,,AMB,HCO,HSO,REF,,167,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TIPAGEM HLA, LOCI A E B, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A",,,,,,,,,,,
DOADOR),,,,AMB,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TIPAGEM HLA, LOCI A E B, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO",,,,,,,,,,,
RECEPTOR E DOS CANDIDATOS A DOADOR),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
DOADOR),,,,,,,,,,,
"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE ALTA RESOLUÇÃO (TIPAGEM DO RECEPTOR E",,,,,,,,,,,
DOS CANDIDATOS A DOADOR),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO",,,,,,,,,,,
RECEPTOR E DOS CANDIDATOS A DOADOR),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
TOXOCARA CANIS - IGG / IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
TOXOPLASMOSE - IGA,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
TOXOPLASMOSE - IGG/IGM,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
"VÍRUS SINCICIAL RESPIRATÓRIO, IGG E/OU IGM",,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
VÍRUS ZIKA - IGM (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,112,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
VÍRUS ZIKA - IGG (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,113,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
WAALER-ROSE (FATOR REUMATÓIDE),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
WESTERN BLOT (ANTICORPOS ANTI-HCV),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
WESTERN BLOT (ANTICORPOS ANTI-HIV),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
WESTERN BLOT (ANTICORPOS ANTI-HTLV),,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
ZAP-70,,,,AMB,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS
ADENOSINA DEAMINASE (ADA),,,,AMB,HCO,HSO,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
AMINOÁCIDOS NO LIQUIDO CEFALORRAQUIDIANO,,,,AMB,HCO,HSO,REF,PAC,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
ANTICORPO ANTIESPERMATOZÓIDE,,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
BIOQUÍMICA LCR (PROTEÍNAS + GLICOSE + CLORO; E A CRITÉRIO DO MÉDICO ASSISTENTE: LACTATO E LDH -,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",
LACTATO DESIDROGENASE),,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"CÉLULAS, CONTAGEM TOTAL E ESPECÍFICA",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"CÉLULAS, PESQUISA DE CÉLULAS NEOPLÁSICAS (CITOLOGIA ONCÓTICA)",,,,AMB,HCO,HSO,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
"CLEMENTS, TESTE",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"CRISTAIS COM LUZ POLARIZADA, PESQUISA",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"CRYPTOCOCCUS, ANTÍGENO, DETECÇÃO RÁPIDA",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"ELETROFORESE DE PROTEÍNAS NO LÍQUOR, COM CONCENTRAÇÃO",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
ESPECTROFOTOMETRIA DE LÍQUIDO AMNIÓTICO,,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"ESPERMA, TESTE DE PENETRAÇÃO ESPERMÁTICA, E/OU TESTE DE CAPACITAÇÃO ESPERMÁTICA, E/OU",,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",
"TESTE HIPOSMÓTICO (SWELLING TEST), E/OU TESTE DE COLORAÇÃO VITAL, E/OU MICROBIOLOGIA
(COLORAÇÃO DE GRAM + CULTURA AERÓBICA), E/OU FRUTOSE, E/OU ALFA-GLUCOSIDASE",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"ESPERMOGRAMA (CARACTERES FÍSICOS, PH, FLUIDIFICAÇÃO, MOTILIDADE, VITALIDADE, CONTAGEM E",,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",
MORFOLOGIA),,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"FOSFOLIPÍDIOS (RELAÇÃO LECITINA/ESFINGOMIELINA), AVALIAÇÃO DA MATURIDADE PULMONAR FETAL",,,,AMB,HCO,,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"HAEMOPHILUS INFLUENZAE B, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS A, B, C, ANTÍGENO,",,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",
DETECÇÃO RÁPIDA,,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
ÍNDICE DE IMUNOPRODUÇÃO DE IGG (DOSAGEM DE ALBUMINA E IGG EM SORO E LÍQUOR),,,,AMB,HCO,HSO,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"LCR, MICROBIOLOGIA (COLORAÇÃO DE GRAM + CULTURA AERÓBICA, AGLUTINAÇÃO PELO LÁTEX PARA",,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",
"BACTÉRIAS, E, A CRITÉRIO DO MÉDICO ASSISTENTE, PESQUISA E CULTURA DE MICOBACTÉRIAS E
CRYPTOCOCCUS)",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"LCR, ROTINA (ASPECTO, COR, CONTAGEM GLOBAL E ESPECÍFICA DE LEUCÓCITOS E HEMÁCIAS, PROTEÍNA,",,,,,,,,,,,
"GLICOSE, CLORO E, A CRITÉRIO DO MÉDICO ASSISTENTE: TESTES TREPONÊMICOS E NÃO-TREPONÊMICOS",,,,AMB,HCO,HSO,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
"DA SÍFILIS, ELETROFORESE DE PROTEÍNAS COM CONCENTRAÇÃO, ÍNDICE DE IMUNOPRODUÇÃO DE IGG,",,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",
"LACTATO, LDH E ANTICORPOS PARA NEUROCISTICERCOSE)",,,,,,,,,,,
"LÍQUIDO AMNIÓTICO, CITOLOGIA; LÍQUIDO AMNIÓTICO, CREATININA.",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
MATURIDADE PULMONAR FETAL - QUALQUER TÉCNICA,,,,AMB,HCO,,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
PESQUISA DE BANDAS OLIGOCLONAIS NO LÍQUOR POR ISOFOCALIZAÇÃO,,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"PROTEÍNA MIELINA BÁSICA, ANTICORPOS",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
PUNÇÃO LOMBAR COM MANOMETRIA PARA COLETA DE LÍQUIDO CEFALORRAQUEANO,,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"RAGÓCITOS, PESQUISA",,,,AMB,HCO,HSO,REF,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS
"ROTINA LÍQUIDO SINOVIAL - CARACTERES FÍSICOS, CITOLOGIA, PROTEÍNAS, ÁCIDO ÚRICO, FATOR",,,,AMB,HCO,HSO,REF,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",PROCEDIMENTOS LABORATORIAIS
"REUMATÓIDE, MICROBIOLOGIA (COLORAÇÃO DE GRAM + CULTURA AERÓBICA E ANAERÓBICA)",,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",
ANTIBIOGRAMA (TESTE DE SENSIBILIDADE A ANTIBIÓTICOS E QUIMIOTERÁPICOS) PARA MICOBACTÉRIAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"ANTIBIOGRAMA (TESTE SENSIBILIDADE A ANTIBIÓTICOS E QUIMIOTERÁPICOS), PARA BACTÉRIAS",,,,,,,,,,,
ANAERÓBICAS E/OU AERÓBICAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
ANTIFUNGIGRAMA,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"B.A.A.R. (BACILO ÁLCOOL-ÁCIDO RESISTENTE), PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"BACILO DE HANSEN, PESQUISA PCR",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"BACTERIOSCOPIA, PELO MÉTODO DE GRAM OU SIMILAR",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"BORDETELLA PERTUSSIS, CULTURA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"CHLAMYDIA, CULTURA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"CRYPTOCOCCUS NEOFORMANS, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"CRYPTOCOCCUS NEOFORMANS, PESQUISA DO ANTÍGENO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"CRYPTOSPORIDIUM, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA BACTERIANA (EM DIVERSOS MATERIAIS BIOLÓGICOS),,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA BACTERIANA QUANTITATIVA (EM DIVERSOS MATERIAIS BIOLÓGICOS),,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"CULTURA DE FEZES, INCLUI PROCEDIMENTOS PARA ISOLAMENTO E IDENTIFICAÇÃO DE: SALMONELLA,
SHIGELLA, ESCHERICHIA COLI (ENTEROPATOGÊNICA, ENTEROINVASORA E ENTERO-HEMORRÁGICA) E",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CAMPYLOBACTER,,,,,,,,,,,
CULTURA DE URINA COM CONTAGEM DE COLÔNIAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA PARA BACTÉRIAS ANAERÓBICAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA PARA BACTÉRIAS COM SISTEMA AUTOMATIZADO DE IDENTIFICAÇÃO BACTERIANA,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA PARA FUNGOS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
CULTURA PARA MICOBACTÉRIAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"CULTURA PARA VÍRUS: ENTEROVÍRUS, HERPESVÍRUS, VÍRUS INFLUENZA A & B, VÍRUS PARAINFLUENZA TIPOS",,,,,,,,,,,
"1, 2, 3, ADENOVÍRUS, VÍRUS VARICELA-ZOSTER, CITOMEGALOVÍRUS, E VÍRUS SINCICIAL RESPIRATÓRIO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"ESTREPTOCOCO DO GRUPO A, DETECÇÃO RÁPIDA DE ANTÍGENO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
EXAME MICROSCÓPICO DIRETO,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"FILÁRIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"FUNGOS, EXAME MICROSCÓPICO DIRETO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
HEMOCULTURA AUTOMATIZADA PARA BACTÉRIAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
HEMOCULTURA PARA BACTÉRIAS,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LEISHMANIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"LEPTOSPIRA, MICROSCOPIA DE CAMPO ESCURO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"MICOPLASMA E UREAPLASMA, CULTURA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"MICROSPORÍDIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PARACOCCIDIOIDES, PESQUISA DE",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PLASMÓDIO, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"PNEUMOCYSTI CARINII, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"ROTAVÍRUS, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"SARCOPTES SCABIEI, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
SENSIBILIDADE AOS ANTIBIÓTICOS E QUIMIOTERÁPICOS POR MÉTODO DA CONCENTRAÇÃO INIBITÓRIA,,,,,,,,,,,
MÍNIMA (MIC),,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
TESTE RÁPIDO PARA DETECÇÃO DE HIV EM GESTANTE,,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TREPONEMA PALLIDUM, MICROSCOPIA DE CAMPO ESCURO",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"TRYPANOSOMA CRUZII, PESQUISA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
"VIBRIO CHOLERAE, CULTURA",,,,AMB,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS
ÁCIDO HOMOGENTÍSICO,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
ALCAPTONÚRIA - PESQUISA E/OU DOSAGEM NA URINA,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"CÁLCULOS URINÁRIOS, ANÁLISE QUÍMICA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"CATECOLAMINAS URINÁRIAS, FRACIONAMENTO (DOPAMINA, EPINEFRINA, NOREPINEFRINA)",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"CISTINA, PESQUISA E/OU DOSAGEM",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
